,party,sentence,primary_topic
1172,BBB,"Onderzocht wordt of naar Amerikaans voorbeeld een ‘Data Quality Act’ ingevoerd kan worden, of geïntegreerd in bestaande wetgeving.81VISIE EN VERKIEZINGSPROGRAMMA 2023-2027 82 VISIE EN VERKIEZINGSPROGRAMMA 2023-2027 Hoofdstuk 7b Digitalisering en Techniek 83 VISIE EN VERKIEZINGSPROGRAMMA 2023-2027BBB pleit voor een minister van digitalisering in het nieuwe kabinet.",Civil Rights
1173,BBB,Een Ministerie van Digitalisering is van vitaal belang in de moderne samenleving vanwege de alomtegenwoordige rol die digitale technologieën spelen in ons dagelijks leven.,Technology
1174,BBB,"Digitalisering heeft immers een diepgaande invloed op onze veiligheid, de manier waarop we communiceren, werken en leren, op de emotionele gezondheid van onze jeugd en - als het aan de Europese Commissie ligt - ons geld.",Civil Rights
1175,BBB,"Het biedt kansen om de burger dichter bij de overheid te brengen, inspraak te geven en overheidsdienstverlening te verbeteren.",Government Operations
1176,BBB,"Maar het brengt ook nieuwe uit- dagingen met zich mee, waaronder zorgen over privacybescherming, schermverslaving en emotioneel welzijn, polarisatie en haatzaaien, cyberbeveiliging, en digitale ongelijkheid.",Civil Rights
1177,BBB,Een specifiek Ministerie van Digitalisering moet zich richten op het ontwikkelen van een nieuwe nationale digitale strategie en het coördineren van digitale innovatie over diverse sectoren.,Technology
1178,BBB,"Ook moet het ministerie de juiste regels waarborgen om burgers, bedrijven en infrastructuur te beschermen.",Civil Rights
1179,BBB,"Het is van cruciaal belang dat de overheid een proactieve rol speelt in het sturen en vormgeven van digitale transformatie, met als voornaamste doel de mens centraal te houden en de brug tussen burger en overheid veel sterker te maken.",Technology
1180,BBB,In het Nationale digitaliseringsbeleid is uiteengezet hoe digitale technologie beoordeeld wordt.,Technology
1181,BBB,"Voor BBB is het belang dat keuzevrijheid, privacy, gebruik en veiligheid van onze burgers, bedrijven en infrastructuur voldoende aandacht krijgen in gebruik en bij toezichthoudende instanties.",Civil Rights
1182,BBB,"Ook binnen de overheid zelf is dit heel belangrijk, zodat gebruik van gegevens door de overheid door de juiste personen en op een juiste wijze plaatsvindt.",Civil Rights
1183,BBB,Dit om zeker te stellen dat de gegevens van onze inwoners en onze kritische infrastructuur optimaal beschermd worden.,Civil Rights
1184,BBB,"Dit soort zaken kunnen, wat ons betreft, niet (alleen) aan de vrije markt worden overgelaten.",Domestic Commerce
1185,BBB,Tegelijkertijd dient men zich bewust te zijn van de mogelijke risico’s en gevaren van oneigenlijk gebruik van alle technologische mogelijkheden.,Civil Rights
1186,BBB,Op dit vlak zien we een belangrijke rol voor ons onderwijs en voor onze wetenschap in samenwerking met ons bedrijfsleven.,Education
1187,BBB,"PROACTIEF STUREN DIGITALE TRANSFORMATIE DE MENS CENTRAAL Hoofdstuk 7b Digitalisering en Techniek 84 VISIE EN VERKIEZINGSPROGRAMMA 2023-2027De overheid moet actief open source ontwikkelingen op het gebied van digitalisering ondersteunen en bevorderen, zodat er een inclusieve samenwerking ontstaat tussen ontwikkelaars, onderzoekers en burgers.",Technology
1188,BBB,Welke toepassingen vinden we ethisch aanvaardbaar en hoe stellen we zeker dat er geen ethische grenzen overschreden worden?,Civil Rights
1189,BBB,"Op dit vlak zien we ook een belangrijke rol voor onze Rijksoverheid om samen met alle belanghebbenden (burgers, bedrijven, lagere overheden) tot algemeen aanvaardbare kaders te komen.",Government Operations
1190,BBB,DIGITALISERING EN TECHNOLOGIE We zorgen voor voldoende opleidingsmogelijkheden op het vlak van technologie met deskundige docenten en maken gebruik van de meest recente ontwikkelingen en mogelijkheden.,Education
1191,BBB,"We zetten ons in om datageletterdheid een kernonderdeel te maken van het onderwijs op alle niveaus, zodat elke student wordt voorbereid op de data-gedreven toekomst.",Education
1192,BBB,Wij pleiten voor krachtige campagnes om schermverslaving te verminderen en het mentaal welzijn te verbeteren.,Social Welfare
1193,BBB,"We zorgen voor maximale veiligheid van alle gegevens van burgers, bedrijven en overheden bij gebruik van deze gegevens voor technologische toepassingen.",Civil Rights
1194,BBB,We zorgen voor voldoende mandaat voor overheidsinstellingen om de dreiging in het cyberdomein het hoofd te kunnen bieden.,European Integration
1195,BBB,Wij zetten ons in voor het creëren van mogelijkheden om datawetenschap en kunstmatige intelligentie effectief te benutten voor een verbeterde overheidsdienstverlening.,Civil Rights
1196,BBB,Wij streven ook naar gebruiksvriendelijke digitale oplossingen om de overheid nog toegankelijker te maken voor iedereen.,Technology
1197,BBB,"De privacy van onze burgers, bij het gebruik van persoonlijke informatie, dient te allen tijde gewaarborgd te worden.",Civil Rights
1198,BBB,Een verplichte digitale identiteit die het bestaande paspoort of identiteitsbewijs vervangt en gekoppeld is aan een vergaande persoonsdigitalisering is voor BBB onwenselijk en gevaarlijk voor de vrijheid van het individu.,Civil Rights
1199,BBB,Het maken van zogenaamde deep fakes zonder voorafgaande toestemming zowel op visueel als op audiogebied is een groot probleem en strafbaar.,Law and Crime
1200,BBB,Het is belangrijk om na te denken over hoe getroffen sectoren (bijvoorbeeld de creatieve sector) te ondersteunen en misinformatie actief te bestrijden.,Domestic Commerce
1201,BBB,"De rechtsorde moet burgers de zekerheid geven van een eerlijke behandeling, een goed functionerende rechtspraak en een overheid die burgers beschermt tegen vandalisme, criminaliteit en ondermijning.",Law and Crime
1202,BBB,Een Openbaar Ministerie dat werk maakt van opsporing en vervolging van personen en bedrijven die de rechtsorde aan hun laars lappen.,Law and Crime
1203,BBB,"Vertrouwen is wederkerig, dus een overheid krijgt makke- lijker het vertrouwen wanneer zij de burger ook het vertrouwen geeft.",Civil Rights
1204,BBB,Minder regels en minder bureaucratie dragen daar sterk aan bij.,Government Operations
1205,BBB,"Een overheid die zich niet aan haar eigen regels houdt en onvoldoende transparant is over haar (voorgenomen) handelen, verliest het vertrouwen snel.",Civil Rights
1206,BBB,De grote dossiers van de afgelopen jaren vragen van de overheid de komende jaren inspanningen om het vertrouwen te herstellen.,Government Operations
1207,BBB,Inmiddels kent Nederland zoveel wetten en regels dat het land aan het vastlopen is.,Government Operations
1208,BBB,De beroepsbevolking is niet groot genoeg om deze allemaal na te leven en te handhaven.,Social Welfare
1209,BBB,En inmiddels werken steeds meer mensen aan de controle van het primaire proces terwijl daar onvoldoende mensen in werken.,Labor
1210,BBB,"Het uitgangs- punt dat de burger de wet behoort te kennen, is zo langzamerhand ridicuul geworden.",Government Operations
1211,BBB,Er moet rigoureus geschrapt gaan worden in de wetten en regels waarbij de desbetreffende minister uiteindelijk een knoop doorhakt wanneer een beroepsgroep er zelf niet uit komt.,Government Operations
1212,BBB,De afgelopen jaren is gebleken dat dit noodzakelijk is.,Government Operations
1213,BBB,De veiligheidsdiensten en de politie hebben het unieke mandaat in de rechtsstaat op te sporen en te handhaven.,Law and Crime
1214,BBB,BBB vindt dat er meer geïnvesteerd kan worden om deze politie en veiligheidsdiensten dichter bij de burger brengen.,Law and Crime
1215,BBB,Dat vraagt meer regionale inzet.,Government Operations
1216,BBB,"De maatschappij is de laatste jaren verhard en waar de geüniformeerde diensten de burger beschermen, mag de rechtsorde de geüniformeerde dienst beter beschermen.",Civil Rights
1217,BBB,"Deze bescherming moet een wettelijk kader hebben, maar ook op het persoonlijke vlak verdienen uniformdiensten meer aandacht en steun.",Civil Rights
1218,BBB,De brandweer is een belangrijk onderdeel van de veiligheidsorganisatie en deze is voor de samenleving alleen betaalbaar wanneer we de inzet van vrijwilligers mogelijk maken.,Labor
1219,BBB,"Door de energietransitie hebben we in Nederland te maken met meer elektra, accu’s en de opkomst van waterstof.",Energy
1220,BBB,"De rol van de brandweer wordt dus belangrijker, zowel bij het voorbereiden van bouwplannen als bij het bestrijden van calamiteiten.",Law and Crime
1221,BBB,"Zeker in de dorpen en regio’s vervullen veel brandweerkorpsen naast een veiligheidsfunctie, ook een sociale functie voor hun gemeenschap.",Labor
1222,BBB,Onze samenleving wordt in toenemende mate ondermijnd vanuit de drugscriminaliteit.,Law and Crime
1223,BBB,Het onvoldoende bestrijden van harddrugsgebruik in de steden leidt tot criminele drugsnetwerken op het platteland.,Law and Crime
1224,BBB,We staan voor een harde aanpak van georganiseerde (drugs)criminaliteit om onze samenleving veiliger te maken en criminele netwerken te bestrijden.,Law and Crime
1225,BBB,"Het risico op ondermijning, de onderwereld die de bovenwereld overneemt, rechtvaardigt forse ingrepen.",Government Operations
1226,BBB,VEILIGHEID VOOR IEDERE WIJK EN IEDER DORP88 VISIE EN VERKIEZINGSPROGRAMMA 2023-2027Strafmaat is een belangrijk instrument in de afschrikking van criminaliteit enerzijds en anderzijds een instrument om de samenleving te beschermen tegen individuen die het met de wet en het recht niet te nauw nemen.,Law and Crime
1227,BBB,Ook vanuit een rechtsgevoel en rechtvaardigheid heeft de burger een visie op strafmaat.,Law and Crime
1228,BBB,"Wanneer de strafmaat te laag wordt ervaren, ontstaat onverschilligheid jegens het recht en de rechtsorde.",Law and Crime
1229,BBB,"Wat BBB betreft, scherpen we hier en daar de strafmaat aan met de intentie meer recht te doen aan maatschappelijke waarden.",Civil Rights
1230,BBB,Als het OM fouten maakt dan is erkenning van die fouten goed voor het vertrouwen.,Law and Crime
1231,BBB,Een onpartijdige en voorspelbare rechtspraak draagt ook bij aan het vertrouwen in het economisch en maatschappelijk verkeer.,Government Operations
1232,BBB,"Door de toenemende juridificering in de maatschappij is de druk op de civiele rechtspraak toegenomen en daarmee de effectiviteit ervan gedaald, terwijl de kosten voor de maatschappij stegen.",Law and Crime
1233,BBB,BBB heeft mensenrechten hoog in het vaandel.,International Affairs
1234,BBB,"Mensen die echt op de vlucht zijn voor oorlogen, of van wie hun leven en/of dat van hun gezin ernstig wordt bedreigd en dat kunnen aantonen, moeten geholpen worden.",Law and Crime
1235,BBB,De asielcrisis belast nu echter onze samenleving aanzienlijk en we moeten via een quotum hier paal en perk aan stellen.,Immigration
1236,BBB,"POLITIE BBB staat in voor een sterke, goed uitgeruste en toegankelijke politie die zichtbaar is in alle wijken en dorpen van Nederland.",Law and Crime
1237,BBB,Daarvoor is een structurele meerjarige en vooral stabiele financiering nood- zakelijk om het steeds groter wordende takenpakket te kunnen blijven uitvoeren en de uitstroom van agenten op te vangen.,Labor
1238,BBB,"De politie moet dicht bij de burgers staan, optimaal ondersteund worden en de benodigde bevoegdheden hebben om effectief op te treden tegen criminaliteit.",Law and Crime
1239,BBB,Basisteams moeten voldoende mensen en middelen hebben om effectief te kunnen werken vanuit politiebureaus.,Labor
1240,BBB,"Bij een nieuw budgetverdeelsysteem zetten we vol in op een eerlijkere verdeling van politiesterkte over Nederland, waarbij ook rekening gehouden wordt met veiligheidsuitdagingen op het platteland.",Law and Crime
1241,BBB,"Wij willen een eerlijke en rechtvaardige beloning voor politiepersoneel, vooral voor degenen die in de basisteams werken.",Labor
1242,BBB,"Geweld tegen politieagenten, boa’s, ambulancepersoneel en brandweerlieden willen we zwaarder en dwingender straffen.",Law and Crime
1243,BBB,We willen zorgen voor een adequate afhandeling van posttraumatische stressstoornis-dossiers van politieagenten zonder verrekening van het toegekende smartengeld.,Labor
1244,BBB,Zij moeten de juiste ondersteuning en nazorg krijgen.89 VISIE EN VERKIEZINGSPROGRAMMA 2023-2027 Overheveling van de verwarde personen-problematiek naar de juiste instanties.,Law and Crime
1245,BBB,"De problematiek rond verwarde personen hoort niet primair bij de politie, maar bij de GGZ en het ministerie van VWS.",Law and Crime
1246,BBB,BRANDWEER Brandweerkazernes en bijbehorend materieel verdwijnen uit de regio.,Defense
1247,BBB,Hierdoor nemen aanrijtijden toe en lopen personeelsaantallen achteruit.,Labor
1248,BBB,"We willen, net als bij de politie, een stop op het sluiten van brandweerkazernes.",Law and Crime
1249,BBB,De beroepsbrandweer en vrijwillige brandweer zijn mensen die thuishoren in het werkveld.,Labor
1250,BBB,We waken voor nog meer bureaucratie en regelgeving.,Government Operations
1251,BBB,We willen ons hard maken voor het behoud van een slagvaardige vrijwillige brandweer.,Defense
1252,BBB,BBB wil dat de vrijwillige brandweer zijn pier (uitrusting) thuis behoudt of dat deze wordt gestationeerd op een kazerne.,Defense
1253,BBB,We zetten ons dus in voor het kazerneren en het consigneren van de vrijwillige brandweer.,Defense
1254,BBB,We willen niet dat dit door wetgeving onmogelijk wordt gemaakt.,Civil Rights
1255,BBB,We stoppen ook met het bezuinigen op de vrijwillige brandweer.,Labor
1256,BBB,De vrijwillige brandweer bestaat (vaak) uit jonge gemotiveerde mensen die zich willen inzetten voor de veiligheid van Nederland.,Labor
1257,BBB,"Door de energietransitie hebben we in Nederland te maken met meer elektra, accu’s, zonnepanelen en de opkomst van waterstof.",Energy
1258,BBB,Bij het voorbereiden van bouwplannen gaan we hier rekening mee houden en betrekken we actief de brandweer en luisteren we naar hen.,Government Operations
1259,BBB,"HARDE AANPAK GEORGANISEERDE (DRUGS)CRIMINALITEIT: Er komt anti-maffia wetgeving waarbij we de mogelijkheden om crimineel vermogen van families van criminelen af te pakken, uitbreiden.",Law and Crime
1260,BBB,We roepen voor beroepscriminelen een apart gevangenisregime in het leven met als doel criminelen te verhinderen vanuit gevangenissen de aansturing van hun activiteiten te continueren.,Law and Crime
1261,BBB,We halen barrières in privacywetgeving weg voor informatie-uitwisseling voor die zaken die gerelateerd zijn aan zware criminaliteit en beperken het gebruik van communicatiemiddelen van gedetineerden.,Civil Rights
1262,BBB,Succesvolle lokale initiatieven moeten daarin versneld landelijk worden uitgerold.,Government Operations
1263,BBB,"Dreigingen vanuit georganiseerde ondermijnende criminaliteit, terrorisme en andere actoren zullen voorlopig niet ophouden.",Law and Crime
